CalendarYear	FireName	IndexTime	SizeClass	CauseCategory	StartTime	StartAcres	Total-Structures	Ecology-1-FireRegimeGroup	Ecology-1-PreFireConditionClass	Ecology-1-PostFireConditionClass	Statistics-1-Acres
1997	HOPPER	8/6/97 13:30	B	Natural	8/6/97 13:30	0.1					0.5
1997	BOUNDARY	8/6/97 13:30	B	Natural	8/6/97 13:30	0.1					0.5
1997	DEER 3	8/6/97 15:45	A	Natural	8/6/97 15:45	0.1					0.1
1997	rocky	8/10/97 14:00	B	Natural	8/10/97 14:00	0.1					5
1997	DNR 1234RD	8/16/97 15:00	A	Human	8/16/97 15:00	0.1					0.1
1997	BEACH1	8/17/97 15:00	A	Human	8/17/97 15:00	0.1					0.1
1997	green	8/20/97 9:00	B	Natural	8/20/97 9:00	0.1					1
1997	STEW	8/20/97 10:30	A	Natural	8/20/97 10:30	0.1					0.1
1998	GROUP	7/2/98 12:30	A	Human	7/2/98 12:30	0.1					0.1
1998	oil city	8/11/98 15:00	A	Human	8/11/98 15:00	0.1					0.1
1998	ellen ck	8/22/98 11:20	A	Human	8/22/98 11:20	0.1					0.1
1998	solduc	8/22/98 14:00	A	Human	8/22/98 14:00	0.1					0.1
1998	east fork	8/23/98 14:00	A	Human	8/23/98 14:00	0.1					0.1
1998	second	8/25/98 14:00	A	Human	8/25/98 14:00	0.1					0.1
1998	Big Creek	8/26/98 11:10	A	Human	8/26/98 11:10	0.1					0.1
1998	ericson ba	8/26/98 11:00	A	Human	8/26/98 11:00	0.1					0.1
1998	RIALTO	8/28/98 17:30	B	Human	8/28/98 17:30	0.5					0.5
1998	CHIPMUNK	8/31/98 16:15	A	Human	8/31/98 16:15	0.1					0.1
1998	MR HANKEY	8/30/98 16:00	A	Human	8/30/98 16:00	0.1					0.1
1999	DUNGENESS2	7/11/99 21:30	C	Human	7/11/99 21:30	0.1					40
1999	RIALTO#1	7/18/99 7:15	A	Human	7/18/99 7:15	0.1					0.1
1999	SWAMP RAT	8/2/99 13:30	B								0.9
1999	STORMKING1	8/4/99 21:00	A	Natural	8/4/99 21:00	0.1					0.1
1999	STORMKING2	8/4/99 21:00	A	Natural	8/4/99 21:00	0.1					0.1
1999	STORMKING3	8/4/99 21:00	A	Natural	8/4/99 21:00	0.1					0.1
1999	LONGRIDGE1	8/4/99 21:30	A	Natural	8/4/99 21:30	0.1					0.1
1999	LONGRIDGE2	8/4/99 21:30	A	Natural	8/4/99 21:30	0.1					0.1
1999	GREEN MTN	8/4/99 22:00	A	Natural	8/4/99 22:00	0.1					0.1
1999	FALLS CK	8/4/99 21:00	A	Natural	8/4/99 21:00	0.1					0.1
1999	SLIDE CK	8/4/99 22:00	A	Natural	8/4/99 22:00	0.1					0.1
1999	FITZHENRY	8/4/99 21:30	A	Natural	8/4/99 21:30	0.1					0.1
1999	GODKIN	8/5/99 11:45	A	Natural	8/5/99 11:45	0.1					0.1
1999	COPPER	8/4/99 21:45	A	Natural	8/4/99 21:45	0.1					0.1
1999	Pony Bridg	8/8/99 12:15	A	Human	8/8/99 12:15	0.1					0.1
1999	EAST FORK	8/30/99 14:30	A	Human	8/30/99 14:30	0.1					0.1
1999	DUCKAROCK	9/12/99 0:00	B	Human	9/12/99						1
1999	O BROTHER	9/12/99 0:00	C	Human	9/12/99						90
1999	HOT ROCK	9/11/99 18:30	A	Human	9/11/99 18:30	0.1					0.1
1999	IRELY LAKE	9/26/99 2:00	A	Human	9/26/99 2:00	0.1					0.1
1999	ENNIS CK	10/27/99 8:00	A	Human	10/27/99 8:00	0.1					0.1
2000	MOSSIE	6/17/00 15:00	A	Human	6/17/00 15:00	0.1					0.1
2000	MAPLE MOSS	7/5/00 18:30	A	Human	7/5/00 18:30	0.1					0.1
2000	KRAUSE	7/6/00 17:00	A	Human	7/6/00 17:00	0.1					0.1
2000	S.BEACH#1	5/7/00 16:15	A	Human	5/7/00 16:15	0.1					0.1
2000	ELWHA CAMP	8/7/00 14:00	A	Human	8/7/00 14:00	0.1					0.1
2000	STAIRCASE	9/14/00 14:00	A	Human	9/14/00 14:00	0.1					0.1
2000	LAKE ANG.2	9/19/00 14:00	A	Human	9/19/00 14:00	0.1					0.1
2001	RIALTO#1	6/21/01 8:45	A	Human	6/21/01 8:45	0.1					0.1
2001	PEABODY	6/28/01 11:00	A	Human	6/28/01 11:00	0.1					0.1
2001	FAY ROAD	7/4/01 13:00	B		7/4/01 13:00	2					2
2001	S.BEACH	7/6/01 13:00	A	Human	7/6/01 13:00	0.1					0.1
2001	TRAILER	7/10/01 0:00	A		7/10/01						0.2
2001	BEACH 2	7/11/01 15:40	A	Human	7/11/01 15:40	0.1					0.1
2001	ROCHE HARB	7/4/01 19:01	B		7/4/01 19:01						2
2001	KALALOCH#1	7/29/01 11:25	A	Human	7/29/01 11:25	0.1					0.1
2001	KALALOCH#2	8/8/01 7:30	A	Human	8/8/01 7:30	0.1					0.1
2001	KALALOCH#3	8/11/01 0:40	A	Human	8/11/01 0:40	0.1					0.1
2001	KALALOCH#4	8/11/01 1:30	A	Human	8/11/01 1:30	0.1					0.1
2001	CUSHMAN	8/12/01 10:00	A	Human	8/12/01 10:00	0.1					0.1
2001	KALALOCH#5	8/12/01 16:20	A	Human	8/12/01 16:20	0.1					0.1
2001	KALALOCH#6	8/16/01 22:17	A	Human	8/16/01 22:17	0.1					0.1
2001	KALALOCH#7	8/18/01 21:15	A	Human	8/18/01 21:15	0.1					0.1
2001	ELWHA RSRT	9/7/01 2:30	A	Human	9/7/01 2:30	0.1					0.2
2002	WIC	7/5/02 20:00	A	Human	7/5/02 20:00	0.1					0.1
2002	BALTIMORE	7/6/02 13:30	A	Human	7/6/02 13:30	0.1					0.1
2002	RIALTO#1	7/13/02 14:11	A	Human	7/13/02 14:11	0.1					0.1
2002	KALALOCH#1	7/14/02 9:15	A	Human	7/14/02 9:15	0.1					0.1
2002	BOULDER#1	7/27/02 8:30	A	Human	7/27/02 8:30	0.1					0.1
2002	KALALOCH#2	7/28/02 14:30	A	Human	7/28/02 14:30	0.1					0.1
2002	KALALOCH#3	7/28/02 15:00	A	Human	7/28/02 15:00	0.1					0.1
2002	KALALOCH#4	8/5/02 23:30	A	Human	8/5/02 23:30	0.1					0.1
2002	BOULDER#2	8/9/02 10:00	A	Human	8/9/02 10:00	0.1					0.1
2002	S.BEACH#1	8/8/02 23:45	A	Human	8/8/02 23:45	0.1					0.1
2002	S.BEACH#2	8/10/02 23:50	A	Human	8/10/02 23:50	0.1					0.1
2002	KALALOCH#5	8/18/02 8:00	A	Human	8/18/02 8:00	0.1					0.1
2002	KALALOCH#6	8/18/02 8:00	A	Human	8/18/02 8:00	0.1					0.1
2002	LK OZETTE	8/20/02 0:01	A	Human	8/20/02 0:01	0.1					0.1
2002	stephen	8/24/02 16:00	A	Natural	8/24/02 16:00	0.1					0.1
2002	goldie	8/24/02 18:25	A	Natural	8/24/02 18:25	0.1					0.1
2002	Elwha-Buck	8/24/02 19:00	B	Natural	8/24/02 19:00	0.1					0.8
2002	MARTINS LK	8/25/02 12:45	A	Natural	8/25/02 12:45	0.1					0.1
2002	S.BEACH #3	8/25/02 11:00	A	Human	8/25/02 11:00	0.1					0.1
2002	LK ALDWELL	8/29/02 17:30	B	Human	8/29/02 17:30	0.2					2
2002	ED B'S	9/1/02 10:00	A	Human	9/1/02 10:00	0.1					0.1
2002	PARKWAY	9/30/02 17:00	A	Human	9/30/02 17:00	0.1					0.1
2002	SAJH AMERI	10/7/02 8:00	C	Human	10/7/02 8:00	0.1					10
2002	BADGER V	10/11/02 13:00	A	Human	10/11/02 13:00	0.1					0.1
2002	OLYMPIC C.	10/15/02 14:00	E	Human	10/15/02 14:00	15					400
2002	IRELY LAKE	10/19/02 15:00	A	Human	10/19/02 15:00	0.1					0.1
2002	ENNIS CK	11/2/02 12:00	A	Human	11/2/02 12:00	0.1					0.1
2002	RIALTO #2	11/28/02 13:30	A	Human	11/28/02 13:30	0.1					0.1
2003	Fairholm	6/3/03 19:00	A	Human	6/3/03 19:00	0.1	0	V	1	1	0.1
2003	boulder	6/27/03 15:00	A	Human	6/27/03 15:00	0.1	0	V	1	1	0.1
2003	BLUE	6/29/03 14:30	A	Natural	6/29/03 14:30	0.1	0	V	1	1	0.1
2003	NORTHFACE	6/29/03 14:30	A	Natural	6/29/03 14:30	0.1	0	V	1	1	0.1
2003	BIG ROCK 1	7/4/03 22:45	A		7/4/03 22:45	0.1					0.1
2003	Lewis	7/8/03 21:30	A	Human	7/8/03 21:30	0.1	0	V	1	1	0.1
2003	Semple	7/15/03 9:30	A	Human	7/15/03 9:30	0.1	0	V	1	1	0.1
2003	BIG ROCK 2	7/31/03 16:30	A	Human	7/31/03 16:30	0.1					0.1
2003	Storm	8/23/03 6:10	A	Human	8/23/03 6:10	0.1	0	V	1	1	0.1
2003	Hurricane	8/30/03 21:00	A	Human	8/30/03 21:00	0.1	0	V	1	1	0.1
2003	KALALOCH#1	9/1/03 18:15	A	Human	9/1/03 18:15	0.1	0	V	1	1	0.1
2003	FIVE MILE	8/28/03 15:00	A	Human	8/28/03 15:00	0.1	0	V	1	1	0.1
2003	GRIFF	9/6/03 16:30	E	Natural	9/6/03 16:30	0.8	0	V	2	1	820
2003	BURNT MT.	9/6/03 18:00	A	Natural	9/6/03 18:00	0.1	0	V	1	1	0.1
2003	MT.LINCLON	9/6/03 22:30	A	Natural	9/6/03 22:30	0.1	0	V	1	1	0.1
2003	7-Ridge	9/7/03 11:15	A	Natural	9/7/03 11:15	0.1	0	V	1	1	0.1
2003	Lake Ck.	9/7/03 11:15	A	Natural	9/7/03 11:15	0.1	0	V	1	1	0.1
2003	CAMP PLEAS	9/27/03 10:00	A	Human	9/27/03 10:00	0.1	0	V	1	1	0.1
2004	RIALTO#1	3/11/04 8:30	A	Human	3/11/04 8:30	0.1	0	V	1	1	0.1
2004	ELW.CORRAL	4/7/04 14:00	A	Human	4/7/04 14:00	0.1	0	V	1	1	0.1
2004	ELW.BONEYD	4/9/04 15:30	B	Human	4/9/04 15:30	0.3	0	V	1	1	0.5
2004	Fire Creek	5/31/04 14:45	A	Human	5/31/04 14:45	0.1	0	V	1	1	0.1
2004	East Bch 1	6/17/04 18:00	A	Human	6/17/04 18:00	0.1	0	V	1	1	0.1
2004	BEACH 4 #1	6/22/04 18:30	A	Human	6/22/04 18:30	0.1	0	II	1	1	0.1
2004	ELWHA TROL	7/8/04 7:30	A		7/8/04 7:30	0.1					0.1
2004	RIALTO #2	7/17/04 6:00	A	Human	7/17/04 6:00	0.1	0	II	1	1	0.1
2004	Cabin #16	7/18/04 19:30	A	Human	7/18/04 19:30	0.1	0	II	1	1	0.1
2004	PIEDMONT	7/31/04 15:58	C	Human	7/31/04 15:58	0.3					15
2004	STORM KING	8/4/04 11:30	A	Human	8/4/04 11:30	0.1	0	V	1	1	0.1
2004	BEACH 4 #2	7/31/04 7:00	A	Human	7/31/04 7:00	0.1	0	V	1	1	0.1
2004	NED HILL	8/15/04 14:00	B	Human	8/15/04 14:00	0.5					0.5
2004	SolDuc #13	8/16/04 13:00	A	Human	8/16/04 13:00	0.1	0	V	1	1	0.1
2004	WALLACE MV	8/21/04 11:00	A	Human	8/21/04 11:00	0.1	0	V	1	1	0.1
2004	LYRE RIVER	7/29/04 15:00	A	Human	7/29/04 15:00	0.1	0	V	1	1	0.1
2005	K.B.Log #1	4/23/05 16:00	A	Human	4/23/05 16:00	0.1	0	III	1	1	0.1
2005	Mem Eve	5/30/05 17:00	A	Human	5/30/05 17:00	0.1	0	III	1	1	0.1
2005	K.B.log #2	7/19/05 14:00	A	Human	7/19/05 14:00	0.1	0	I	1	1	0.1
2005	Humes Rnch	7/27/05 9:30	A	Human	7/27/05 9:30	0.1	0	II	1	1	0.1
2005	O.H. Sprg1	7/31/05 17:00	A	Human	7/31/05 17:00	0.1	0	III	1	1	0.1
2005	K.B.Log #3	8/9/05 15:40	A	Human	8/9/05 15:40	0.1	0	I	1	1	0.1
2005	K.B.Log #4	8/13/05 8:55	A	Human	8/13/05 8:55	0.1	0	I	1	1	0.1
2005	Burdick	8/13/05 11:30	A	Human	8/13/05 11:30	0.1	0	III	1	1	0.1
2005	First Pull	8/15/05 14:24	A	Human	8/15/05 14:24	0.1	0	V	1	1	0.1
2005	Big Spruce	8/16/05 9:06	A	Human	8/16/05 9:06	0.1	0	V	1	1	0.1
2005	K.B.Log #5	8/20/05 9:45	A	Human	8/20/05 9:45	0.1	0	III	1	1	0.1
2005	L.C.101Log	9/5/05 18:07	A	Human	9/5/05 18:07	0.1	0	III	1	1	0.1
2005	K.B.Log #6	8/2/05 17:21	A	Human	8/2/05 17:21	0.1	0	IV	1	1	0.1
2005	Royal Basi	9/8/05 11:20	A	Human	9/8/05 11:20	0.1	0	V	1	1	0.1
2005	No Name	9/20/05 17:30	A	Human	9/20/05 17:30	0.1	0	V	1	1	0.1
2005	Big Log	9/24/05 19:00	A	Human	9/24/05 19:00	0.1	0	V	1	1	0.1
2005	Martin Crk	9/24/05 15:30	A	Human	9/24/05 15:30	0.1	0	V	1	1	0.1
2005	Log Cabin	10/1/05 13:30	A	Natural	10/1/05 13:30	0.1	0	V	1	1	0.1
2006	K-Log 2	6/11/06 23:40	A	Human	6/11/06 23:40	0.1	0	V	1	1	0.1
2006	Smoke #2	6/12/06 13:00	A	Natural	6/12/06 13:00	0.1	0	V	1	1	0.1
2006	Pirates Cove	7/1/06 0:38	B	Human	7/1/06 0:38	0.1	0	V	2	2	3.5
2006	UN CF 1	7/2/06 13:45	A	Human	7/2/06 13:45	0.1	0	V	1	1	0.1
2006	UN CF 2	7/2/06 20:10	A	Human	7/2/06 20:10	0.1	0	V	1	1	0.1
2006	Jumper Rock Fire	7/2/06 12:45	A	Human	7/2/06 12:45	0.1	0	V	1	1	0.1
2006	Cause Log	7/2/06 21:00	A	Human	7/2/06 21:00	0.1	0	V	1	1	0.1
2006	K-Log 3	7/13/06 1:00	A	Human	7/13/06 1:00	0.1	0	V	1	1	0.1
2006	Bear Gulch 2	7/28/06 16:00	F	Human	7/28/06 16:00	1					1050
2006	Hoh Lake Trail	8/8/06 17:00	A	Human	8/8/06 17:00	0.1	0	V	1	1	0.1
2006	Ellen Creek	8/14/06 13:00	A	Human	8/14/06 13:00	0.1	0	V	1	1	0.1
2006	KLog 4-06	8/24/06 19:00	A	Human	8/24/06 19:00	0.1	0	V	1	1	0.1
2006	Birthday	8/28/06 17:26	B	Human	8/28/06 17:26	0.5	0	V	1	1	1
2006	Pyrites Stump TP	9/2/06 14:36	A	Human	9/2/06 14:36	0.1	0	V	1	1	0.1
2006	Elip	9/4/06 12:00	A	Human	9/4/06 12:00	0.1	0	V	1	1	0.1
2006	Beach One	8/5/06 17:50	A	Human	8/5/06 17:50	0.1	0	V	1	1	0.1
2007	Lake View	5/5/07 20:00	NR	Human	5/5/07 20:00	0.1					0.1
2007	Car #1	5/13/07 12:50	A	Natural	5/13/07 12:50	0.1					0.1
2007	Powerline #1	1/14/07 13:00	A	Human	1/14/07 13:00	0.1	0	V	1	1	0.1
2007	Little Rive	5/23/07 13:00	A	Human	5/23/07 13:00	0.1	0	I	2	2	0.1
2007	Big Cedar Tree Fire	6/23/07 1:47	B	Human	6/23/07 1:47	0.5	0	V	1	1	0.5
2007	Kla Bch #1	6/26/07 18:18	A	Human	6/26/07 18:18	0.1	0	I	1	1	0.1
2007	Dura Fire	6/28/07 10:48	A	Human	6/28/07 10:48	0.1	0	I	1	1	0.1
2007	Kla Beach Log #2	7/2/07 8:45	A	Human	7/2/07 8:45	0.1	0	IV	1	1	0.1
2007	Prairie Creek	7/4/07 15:08	NR	Human	7/4/07 15:08	0.1	0	V	1	1	0.1
2007	Kalaloch Beach Log#3	7/5/07 18:45	A	Human	7/5/07 18:45	0.1	0	IV	1	1	0.1
2007	Kla Beach #4	7/7/07 19:04	A	Human	7/7/07 19:04	0.1	0	I	1	1	0.1
2007	Kalaloch Beach Log#5	7/16/07 7:30	A	Human	7/16/07 7:30	0.1	0	IV	1	1	0.1
2007	Dump	7/16/07 21:30	B	Human	7/16/07 21:30	0.1	0				8
2007	Kla Beach #6	7/28/07 12:00	A	Human	7/28/07 12:00	0.1	0	III	1	1	0.1
2007	Kla Beach #7	7/28/07 14:37	A	Human	7/28/07 14:37	0.1	0	III	1	1	0.1
2007	Kla Beach #8	8/8/07 15:20	A	Human	8/8/07 15:20	0.1	0	III	2	2	0.1
2007	Staircase #1	7/25/07 7:30	A	Human	7/25/07 7:30	0.1	0	IV	2	2	0.1
2007	Humes Fire	9/1/07 14:42	A	Human	9/1/07 14:42	0.1	0	III	2	2	0.1
2007	Veterans	11/12/07 6:45	A	Human	11/12/07 6:45	0.1	0	IV	1	1	0.1
2007	MP 163	12/31/07 14:30	A	Human	12/31/07 14:30	0.1	0	III	1	1	0.1
